Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR24807265,2023-06-02 16:03:01,2023-06-02 15:59:23,16643,27012035,0,1623,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807265/SRR24807265.1,SRX20579480,IDR 2100086881,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881469,SAMN35571851,simple,1773,Mycobacterium tuberculosis,IDR 2100086881,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,3A3985DB4BF588B0F4C614F7FA2EB533,2CEF7AEAD99BB28677CDFFD9C96D0074
SRR24807264,2023-06-02 16:17:21,2023-06-02 16:00:33,57860,83882946,0,1449,72,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807264/SRR24807264.1,SRX20579481,IDR 2100086882,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881470,SAMN35571852,simple,1773,Mycobacterium tuberculosis,IDR 2100086882,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,337C492B9A6C393E49C2D1098147A550,4E10BCAF33387D9314E81AA086664750
SRR24918243,2023-06-14 17:27:05,2023-06-14 16:45:49,19653,29096523,0,1480,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918243/SRR24918243.1,SRX20679015,IDR 2100089216,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875825,SAMN35560990,simple,1773,Mycobacterium tuberculosis,IDR 2100089216,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,6B332E2062A5B7973829D28423795BB8,B846F62B105A8742AFF6EA05E8879366
SRR24918242,2023-06-14 17:27:05,2023-06-14 16:45:47,19769,22728291,0,1149,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918242/SRR24918242.1,SRX20679016,IDR 2100089354,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875823,SAMN35560991,simple,1773,Mycobacterium tuberculosis,IDR 2100089354,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,1428EB64FFB8E3956F67B5D4478B03AE,C437E0B89966A1FB69A1763494BD86EA
SRR24807263,2023-06-02 16:17:21,2023-06-02 16:00:18,26163,39512258,0,1510,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807263/SRR24807263.1,SRX20579482,IDR 2100090500,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881471,SAMN35571853,simple,1773,Mycobacterium tuberculosis,IDR 2100090500,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,70BD99C51112D2D3ABC25CA96CAA638D,286F5236485AD59C7DE5F2BF9E9985D0
SRR24807262,2023-06-02 16:17:21,2023-06-02 16:00:40,34841,53042757,0,1522,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807262/SRR24807262.1,SRX20579483,IDR 2100093145,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881472,SAMN35571854,simple,1773,Mycobacterium tuberculosis,IDR 2100093145,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,CCD0558DE30848A385D9AEB209F073CE,E7C63B5AE2FCAC05E697562AFA4FF732
SRR24807261,2023-06-02 16:17:21,2023-06-02 16:00:35,41963,59167672,0,1409,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807261/SRR24807261.1,SRX20579484,IDR 2100095439,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881473,SAMN35571855,simple,1773,Mycobacterium tuberculosis,IDR 2100095439,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,C67C470209AEE9E113A72D2616B6A47D,49836F4F4FF4DBF0FE19CD06BA0BB9DD
SRR24918241,2023-06-14 17:27:05,2023-06-14 16:45:56,25025,32244816,0,1288,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918241/SRR24918241.1,SRX20679017,IDR 2100096271,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875827,SAMN35560992,simple,1773,Mycobacterium tuberculosis,IDR 2100096271,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,B9386ECF5B5BE14CA19E8E87A16D0B2E,3F6DF1D830E38793AE7463F81789B632
SRR24918240,2023-06-14 17:27:05,2023-06-14 16:45:40,6611,11463085,0,1733,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918240/SRR24918240.1,SRX20679018,IDR 2100100785,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875832,SAMN35560997,simple,1773,Mycobacterium tuberculosis,IDR 2100100785,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,525D1C1DD63E11BD5F8C8E4A96E192F7,24FBF1702BFB5CD1E1E4F5AA6BC0FCA2
SRR24807260,2023-06-02 16:17:21,2023-06-02 16:00:37,39192,61717129,0,1574,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807260/SRR24807260.1,SRX20579485,IDR 2100103489,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881474,SAMN35571856,simple,1773,Mycobacterium tuberculosis,IDR 2100103489,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,30E2604940DAD54CBC049CE9717B5757,A506D02215AA2C74705808B3A1985775
SRR24807259,2023-06-02 16:17:21,2023-06-02 16:00:49,58371,87336629,0,1496,75,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807259/SRR24807259.1,SRX20579486,IDR 2100105253,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881475,SAMN35571857,simple,1773,Mycobacterium tuberculosis,IDR 2100105253,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,B91B81D827CE981A9898AA9387C285CE,7975C3EF528AAA087355100781D66948
SRR24807257,2023-06-02 16:17:21,2023-06-02 16:00:09,30153,48322658,0,1602,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807257/SRR24807257.1,SRX20579488,IDR 2100107226,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881477,SAMN35571858,simple,1773,Mycobacterium tuberculosis,IDR 2100107226,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,8F1B26B19A59FE93D8D1536EA589A9E1,D10391C0D9F62B941DA212314379CABF
SRR24807256,2023-06-02 16:17:21,2023-06-02 16:00:02,20004,30398287,0,1519,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807256/SRR24807256.1,SRX20579489,IDR 2200000029,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881478,SAMN35571859,simple,1773,Mycobacterium tuberculosis,IDR 2200000029,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,0FD2FD1E8842BE0DE3CB6708E6106303,EA86E4B5D9B4D3BAB8D25522554FAF2F
SRR24807255,2023-06-02 16:17:21,2023-06-02 16:01:03,74736,119698006,0,1601,103,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807255/SRR24807255.1,SRX20579490,IDR 2200000398,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881479,SAMN35571860,simple,1773,Mycobacterium tuberculosis,IDR 2200000398,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,049CE99DE088D0E83DC6B29873777F89,62CC0488177E865D9DE8BBC8364CE618
SRR24807254,2023-06-02 16:17:21,2023-06-02 16:00:16,31810,48631398,0,1528,42,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807254/SRR24807254.1,SRX20579491,IDR 2200001273,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881480,SAMN35571861,simple,1773,Mycobacterium tuberculosis,IDR 2200001273,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,7F21151EF1066FF7791828574E3A7064,F2E9D99893BDC7E9D6FD914E5A88010E
SRR24807253,2023-06-02 16:03:01,2023-06-02 15:59:54,16347,25526276,0,1561,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807253/SRR24807253.1,SRX20579492,IDR 2200002775,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881481,SAMN35571862,simple,1773,Mycobacterium tuberculosis,IDR 2200002775,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,DCC620510DC18394724D224A9A3B7949,A51989120B9022E6276FBF5CA80E39D3
SRR24807252,2023-06-02 16:17:21,2023-06-02 16:00:22,27878,41593548,0,1491,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807252/SRR24807252.1,SRX20579493,IDR 2200002778,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881482,SAMN35571863,simple,1773,Mycobacterium tuberculosis,IDR 2200002778,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,0202B928B3A441C85F24CD856AE97DA8,D38EE7408121F9BF8509608DCD1BC0FD
SRR24807251,2023-06-02 16:17:21,2023-06-02 16:00:09,20769,30645669,0,1475,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807251/SRR24807251.1,SRX20579494,IDR 2200006840,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881483,SAMN35571864,simple,1773,Mycobacterium tuberculosis,IDR 2200006840,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,F4CB80C859275E682DC8FA2CBB6A84A4,E718E2DED566F60ADD118CD2FDB30785
SRR24807250,2023-06-02 16:17:21,2023-06-02 16:00:02,17814,28570467,0,1603,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807250/SRR24807250.1,SRX20579495,IDR 2200009104,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881485,SAMN35571865,simple,1773,Mycobacterium tuberculosis,IDR 2200009104,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,D0899CD68587C1FC48C54EE405AE4CA7,9A58A76F4B8E1814132CFA7160ACBA95
SRR24807249,2023-06-02 16:17:21,2023-06-02 16:00:47,50543,85537782,0,1692,73,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807249/SRR24807249.1,SRX20579496,IDR 2200009111,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881484,SAMN35571866,simple,1773,Mycobacterium tuberculosis,IDR 2200009111,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,3DF756DFE60487803EA2038343B8C727,7BDAF2508F3793B2E4A91D09E045C7E2
SRR24807248,2023-06-02 16:17:21,2023-06-02 16:00:31,49158,83984625,0,1708,72,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807248/SRR24807248.1,SRX20579497,IDR 2200009117,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881486,SAMN35571867,simple,1773,Mycobacterium tuberculosis,IDR 2200009117,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,BA921AD3D70778CFBD2C16F06B05598A,4055C637D646FAFFF108BC0EF4221731
SRR24807246,2023-06-02 16:17:21,2023-06-02 16:00:28,27983,42641971,0,1523,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807246/SRR24807246.1,SRX20579499,IDR 2200009770,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881488,SAMN35571868,simple,1773,Mycobacterium tuberculosis,IDR 2200009770,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,9DCE036CD1EE5A72E50B539063958959,8A0D4BF7BD7EECD2B8BDCF209555F2F6
SRR24807245,2023-06-02 16:17:21,2023-06-02 16:00:54,100363,162055936,0,1614,140,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807245/SRR24807245.1,SRX20579500,IDR 2200009775,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881489,SAMN35571869,simple,1773,Mycobacterium tuberculosis,IDR 2200009775,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,7F4E3B19EBEF0E575F264784E153E999,8822CBFB4B08B94467F5F83573AC4CFE
SRR24807244,2023-06-02 16:03:01,2023-06-02 15:59:07,8387,12426400,0,1481,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807244/SRR24807244.1,SRX20579501,IDR 2200012190,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881490,SAMN35571870,simple,1773,Mycobacterium tuberculosis,IDR 2200012190,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,12A4542EE2A6A117B410CB3DF8CC0A3E,C094C12260CE7B0F8F88A68228BB16E3
SRR24918239,2023-06-14 17:27:05,2023-06-14 16:46:24,67177,103440858,0,1539,89,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918239/SRR24918239.1,SRX20679019,IDR 2200020595,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875844,SAMN35561009,simple,1773,Mycobacterium tuberculosis,IDR 2200020595,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,68E5CA8D19CC8DDB84D3CF55F992D28F,DDDDF344D5549218B9E2317A38A79B68
SRR24807243,2023-06-02 16:03:01,2023-06-02 15:59:48,25474,21912697,0,860,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807243/SRR24807243.1,SRX20579502,IDR 2200023807,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881491,SAMN35571871,simple,1773,Mycobacterium tuberculosis,IDR 2200023807,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,8D3E3A89563B9DEC9B9F4868D94777B7,10F1F037E9F857E6AFF350B3E7EBF5FC
SRR24918238,2023-06-14 17:27:05,2023-06-14 16:46:04,50793,91180630,0,1795,78,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918238/SRR24918238.1,SRX20679020,IDR 2200024514,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875846,SAMN35561012,simple,1773,Mycobacterium tuberculosis,IDR 2200024514,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,3DBA993CE00830EB2B960970A26A7842,FF26AACD85951EBA3BF27C402962011B
SRR24918237,2023-06-14 17:27:05,2023-06-14 16:46:20,45983,57407223,0,1248,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918237/SRR24918237.1,SRX20679021,IDR 2200025030,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875847,SAMN35561014,simple,1773,Mycobacterium tuberculosis,IDR 2200025030,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,B3E9BB7FCE4A5E3A58704CB5297C3EEF,7035A261AF3300D207632A3442763BFF
SRR24807242,2023-06-02 16:17:21,2023-06-02 16:00:37,46196,70711499,0,1530,61,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807242/SRR24807242.1,SRX20579503,IDR 2200025031,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881492,SAMN35571872,simple,1773,Mycobacterium tuberculosis,IDR 2200025031,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,CDEAD73C0CACFE96F6049F2177831095,8A602447392924390A1E2F889692AB65
SRR24918235,2023-06-14 17:27:05,2023-06-14 16:46:12,252647,118528689,0,469,110,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918235/SRR24918235.1,SRX20679023,IDR 2200028607,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875855,SAMN35561016,simple,1773,Mycobacterium tuberculosis,IDR 2200028607,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,E3144DBA0E689BA249DB27469A635C24,AC61254457C6B44CF84769B4C894B60D
SRR24807241,2023-06-02 16:17:21,2023-06-02 16:00:38,166498,87679779,0,526,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807241/SRR24807241.1,SRX20579504,IDR 2200029057,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881493,SAMN35571873,simple,1773,Mycobacterium tuberculosis,IDR 2200029057,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,A9A6349A1410B04AEDCBBCED78A6AC0B,0D5AE47678B4683678E843E9B20F1AFC
SRR24807240,2023-06-02 16:17:21,2023-06-02 16:00:58,62915,60942599,0,968,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807240/SRR24807240.1,SRX20579505,IDR 2200029431,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881495,SAMN35571874,simple,1773,Mycobacterium tuberculosis,IDR 2200029431,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,C8D1FA063917E24EA1226771CEB02215,150084A29E63F36D62E7155A63726CE6
SRR24807239,2023-06-02 16:17:21,2023-06-02 16:00:16,62445,63674149,0,1019,56,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807239/SRR24807239.1,SRX20579506,IDR 2200032145,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881494,SAMN35571875,simple,1773,Mycobacterium tuberculosis,IDR 2200032145,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,C20837E204ECB018DDF521F605C674E4,D949BEE2FB65EBECA0AD8311DDADA075
SRR24918234,2023-06-14 17:27:05,2023-06-14 16:45:57,18532,28186905,0,1520,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918234/SRR24918234.1,SRX20679024,IDR 2200034189,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875856,SAMN35561019,simple,1773,Mycobacterium tuberculosis,IDR 2200034189,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,5A784086649FFDDD3F7671AE86E05618,34C4613BC2C23BCAD515BB120680A39C
SRR24918233,2023-06-14 17:27:05,2023-06-14 16:45:58,22969,32710684,0,1424,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918233/SRR24918233.1,SRX20679025,IDR 2200034903,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875857,SAMN35561020,simple,1773,Mycobacterium tuberculosis,IDR 2200034903,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,EA0798466904A703E2B7441AA8B8CA4F,8961AF496043471565935F646BB4FAE3
SRR24918232,2023-06-14 17:27:05,2023-06-14 16:45:38,12972,21682970,0,1671,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918232/SRR24918232.1,SRX20679026,IDR 2200035380,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875854,SAMN35561021,simple,1773,Mycobacterium tuberculosis,IDR 2200035380,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,442057DF48618D0DF81020FC5C66BDEF,9192C7552BE4E8A836B43BC129A990D5
SRR24918231,2023-06-14 17:27:05,2023-06-14 16:46:48,125332,119593127,0,954,105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918231/SRR24918231.1,SRX20679027,IDR 2200037357,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875858,SAMN35561022,simple,1773,Mycobacterium tuberculosis,IDR 2200037357,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,070C2B5581AE085C9AED2415A951DAC3,B4D4CCB8AFF1A0D882E76926483C871A
SRR24807238,2023-06-02 16:03:01,2023-06-02 15:59:36,11057,20139233,0,1821,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807238/SRR24807238.1,SRX20579507,IDR 2200042041,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881497,SAMN35571876,simple,1773,Mycobacterium tuberculosis,IDR 2200042041,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,1F8E9C0AFED1C5C5BBE560B5D4DD989D,83B979D7FD6EAF51A2D8AA137231148F
SRR24918230,2023-06-14 17:27:05,2023-06-14 16:45:06,4879,8513040,0,1744,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918230/SRR24918230.1,SRX20679028,IDR 2200042720,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17875866,SAMN35561028,simple,1773,Mycobacterium tuberculosis,IDR 2200042720,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,8D3106C60E23B4093EFF517BB9EFF3A6,CE9052B5DBD31DD92B1FBF046572D478
SRR24807237,2023-06-02 16:17:21,2023-06-02 16:00:01,43007,51089632,0,1187,44,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807237/SRR24807237.1,SRX20579508,IDR 2200042918,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881496,SAMN35571877,simple,1773,Mycobacterium tuberculosis,IDR 2200042918,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,E2D1806BEF08B166F137004B5DD7B0D5,5354DB1509D316DA6F14C773600841BF
SRR24807235,2023-06-02 16:17:21,2023-06-02 16:00:00,31083,38354685,0,1233,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807235/SRR24807235.1,SRX20579510,IDR 2200046916,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881499,SAMN35571878,simple,1773,Mycobacterium tuberculosis,IDR 2200046916,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,A72012032A96F75DA69C1D4E80BE42D2,834234D916571C93C8B79DE55372DF76
SRR24807234,2023-06-02 16:17:21,2023-06-02 16:00:48,36759,62023755,0,1687,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807234/SRR24807234.1,SRX20579511,IDR 2200048655,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641,SRS17881500,SAMN35571879,simple,1773,Mycobacterium tuberculosis,IDR 2200048655,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,2A6050BB5F922570CD37A02689B99CA8,5A6106508B7000E2DF70F860EB09CA99
